time_period;country;data_type;energy_category;energy_product_class;costumer;energy_GWh;electricity_price_eur/kWh;gas_price_eur/GJ
2021;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2022;Portugal;Energy balance;Primary production;Oil and petroleum products (excluding biofuel portion);;0.0;;
2000;Germany;Energy balance;Primary production;Renewables and biofuels;;104475833.0;;
2001;Germany;Energy balance;Primary production;Renewables and biofuels;;112071010.0;;
2002;Germany;Energy balance;Primary production;Renewables and biofuels;;125403165.0;;
2003;Germany;Energy balance;Primary production;Renewables and biofuels;;159271842.0;;
2004;Germany;Energy balance;Primary production;Renewables and biofuels;;184802079.0;;
2005;Germany;Energy balance;Primary production;Renewables and biofuels;;208840023.0;;
2006;Germany;Energy balance;Primary production;Renewables and biofuels;;254706836.0;;
2007;Germany;Energy balance;Primary production;Renewables and biofuels;;296960129.0;;
2008;Germany;Energy balance;Primary production;Renewables and biofuels;;312022908.0;;
2009;Germany;Energy balance;Primary production;Renewables and biofuels;;312575208.0;;
2010;Germany;Energy balance;Primary production;Renewables and biofuels;;359058819.0;;
2011;Germany;Energy balance;Primary production;Renewables and biofuels;;372875727.0;;
2012;Germany;Energy balance;Primary production;Renewables and biofuels;;417196393.0;;
2013;Germany;Energy balance;Primary production;Renewables and biofuels;;432069067.0;;
2014;Germany;Energy balance;Primary production;Renewables and biofuels;;433823188.0;;
2015;Germany;Energy balance;Primary production;Renewables and biofuels;;462622115.0;;
2016;Germany;Energy balance;Primary production;Renewables and biofuels;;461532686.0;;
2017;Germany;Energy balance;Primary production;Renewables and biofuels;;492973584.0;;
2018;Germany;Energy balance;Primary production;Renewables and biofuels;;505483274.0;;
2019;Germany;Energy balance;Primary production;Renewables and biofuels;;531359710.0;;
2020;Germany;Energy balance;Primary production;Renewables and biofuels;;541884106.0;;
2021;Germany;Energy balance;Primary production;Renewables and biofuels;;548980859.0;;
2022;Germany;Energy balance;Primary production;Renewables and biofuels;;574108270.0;;
2000;Spain;Energy balance;Primary production;Renewables and biofuels;;78407462.0;;
2001;Spain;Energy balance;Primary production;Renewables and biofuels;;94001962.0;;
2002;Spain;Energy balance;Primary production;Renewables and biofuels;;79625803.0;;
2003;Spain;Energy balance;Primary production;Renewables and biofuels;;106908938.0;;
2004;Spain;Energy balance;Primary production;Renewables and biofuels;;102448412.0;;
2005;Spain;Energy balance;Primary production;Renewables and biofuels;;97610127.0;;
2006;Spain;Energy balance;Primary production;Renewables and biofuels;;106494869.0;;
2007;Spain;Energy balance;Primary production;Renewables and biofuels;;116252551.0;;
2008;Spain;Energy balance;Primary production;Renewables and biofuels;;119851346.0;;
2009;Spain;Energy balance;Primary production;Renewables and biofuels;;143935175.0;;
2010;Spain;Energy balance;Primary production;Renewables and biofuels;;170102552.0;;
2011;Spain;Energy balance;Primary production;Renewables and biofuels;;161959566.0;;
2012;Spain;Energy balance;Primary production;Renewables and biofuels;;169975176.0;;
2013;Spain;Energy balance;Primary production;Renewables and biofuels;;203913744.0;;
2014;Spain;Energy balance;Primary production;Renewables and biofuels;;212912795.0;;
2015;Spain;Energy balance;Primary production;Renewables and biofuels;;200809522.0;;
2016;Spain;Energy balance;Primary production;Renewables and biofuels;;206370354.0;;
2017;Spain;Energy balance;Primary production;Renewables and biofuels;;198704495.0;;
2018;Spain;Energy balance;Primary production;Renewables and biofuels;;212432546.0;;
2019;Spain;Energy balance;Primary production;Renewables and biofuels;;218310261.0;;
2020;Spain;Energy balance;Primary production;Renewables and biofuels;;228351154.0;;
2021;Spain;Energy balance;Primary production;Renewables and biofuels;;236157611.0;;
2022;Spain;Energy balance;Primary production;Renewables and biofuels;;233971446.0;;
2000;France;Energy balance;Primary production;Renewables and biofuels;;181437905.0;;
2001;France;Energy balance;Primary production;Renewables and biofuels;;191212931.0;;
2002;France;Energy balance;Primary production;Renewables and biofuels;;173156519.0;;
2003;France;Energy balance;Primary production;Renewables and biofuels;;178934763.0;;
2004;France;Energy balance;Primary production;Renewables and biofuels;;183192454.0;;
2005;France;Energy balance;Primary production;Renewables and biofuels;;184731586.0;;
2006;France;Energy balance;Primary production;Renewables and biofuels;;181191758.0;;
2007;France;Energy balance;Primary production;Renewables and biofuels;;194710244.0;;
2008;France;Energy balance;Primary production;Renewables and biofuels;;222997514.0;;
2009;France;Energy balance;Primary production;Renewables and biofuels;;228470958.0;;
2010;France;Energy balance;Primary production;Renewables and biofuels;;256274597.0;;
2011;France;Energy balance;Primary production;Renewables and biofuels;;224175631.0;;
2012;France;Energy balance;Primary production;Renewables and biofuels;;266469994.0;;
2013;France;Energy balance;Primary production;Renewables and biofuels;;295092809.0;;
2014;France;Energy balance;Primary production;Renewables and biofuels;;271094692.0;;
2015;France;Energy balance;Primary production;Renewables and biofuels;;283099649.0;;
2016;France;Energy balance;Primary production;Renewables and biofuels;;302004218.0;;
2017;France;Energy balance;Primary production;Renewables and biofuels;;293668799.0;;
2018;France;Energy balance;Primary production;Renewables and biofuels;;320337904.0;;
2019;France;Energy balance;Primary production;Renewables and biofuels;;323863244.0;;
2020;France;Energy balance;Primary production;Renewables and biofuels;;326664167.0;;
2021;France;Energy balance;Primary production;Renewables and biofuels;;344121430.0;;
2022;France;Energy balance;Primary production;Renewables and biofuels;;330121851.0;;
2000;Italy;Energy balance;Primary production;Renewables and biofuels;;111615168.0;;
2001;Italy;Energy balance;Primary production;Renewables and biofuels;;113678273.0;;
2002;Italy;Energy balance;Primary production;Renewables and biofuels;;118380191.0;;
2003;Italy;Energy balance;Primary production;Renewables and biofuels;;141072633.0;;
2004;Italy;Energy balance;Primary production;Renewables and biofuels;;141804255.0;;
2005;Italy;Energy balance;Primary production;Renewables and biofuels;;155009465.0;;
2006;Italy;Energy balance;Primary production;Renewables and biofuels;;165155879.0;;
2007;Italy;Energy balance;Primary production;Renewables and biofuels;;185533539.0;;
2008;Italy;Energy balance;Primary production;Renewables and biofuels;;218497120.0;;
2009;Italy;Energy balance;Primary production;Renewables and biofuels;;224395840.0;;
2010;Italy;Energy balance;Primary production;Renewables and biofuels;;225561507.0;;
2011;Italy;Energy balance;Primary production;Renewables and biofuels;;211940271.0;;
2012;Italy;Energy balance;Primary production;Renewables and biofuels;;245444506.0;;
2013;Italy;Energy balance;Primary production;Renewables and biofuels;;273301564.0;;
2014;Italy;Energy balance;Primary production;Renewables and biofuels;;274981573.0;;
2015;Italy;Energy balance;Primary production;Renewables and biofuels;;274047154.0;;
2016;Italy;Energy balance;Primary production;Renewables and biofuels;;274104150.0;;
2017;Italy;Energy balance;Primary production;Renewables and biofuels;;308664820.0;;
2018;Italy;Energy balance;Primary production;Renewables and biofuels;;310017902.0;;
2019;Italy;Energy balance;Primary production;Renewables and biofuels;;315036439.0;;
2020;Italy;Energy balance;Primary production;Renewables and biofuels;;315710077.0;;
2021;Italy;Energy balance;Primary production;Renewables and biofuels;;326580026.0;;
2022;Italy;Energy balance;Primary production;Renewables and biofuels;;304430818.0;;
2000;Portugal;Energy balance;Primary production;Renewables and biofuels;;43720889.0;;
2001;Portugal;Energy balance;Primary production;Renewables and biofuels;;46631000.0;;
2002;Portugal;Energy balance;Primary production;Renewables and biofuels;;41308444.0;;
2003;Portugal;Energy balance;Primary production;Renewables and biofuels;;49325611.0;;
2004;Portugal;Energy balance;Primary production;Renewables and biofuels;;44188053.0;;
2005;Portugal;Energy balance;Primary production;Renewables and biofuels;;40410227.0;;
2006;Portugal;Energy balance;Primary production;Renewables and biofuels;;49099039.0;;
2007;Portugal;Energy balance;Primary production;Renewables and biofuels;;52407861.0;;
2008;Portugal;Energy balance;Primary production;Renewables and biofuels;;50483426.0;;
2009;Portugal;Energy balance;Primary production;Renewables and biofuels;;55660516.0;;
2010;Portugal;Energy balance;Primary production;Renewables and biofuels;;65610642.0;;
2011;Portugal;Energy balance;Primary production;Renewables and biofuels;;62574507.0;;
2012;Portugal;Energy balance;Primary production;Renewables and biofuels;;53065687.0;;
2013;Portugal;Energy balance;Primary production;Renewables and biofuels;;65210988.0;;
2014;Portugal;Energy balance;Primary production;Renewables and biofuels;;74779423.0;;
2015;Portugal;Energy balance;Primary production;Renewables and biofuels;;67255814.0;;
2016;Portugal;Energy balance;Primary production;Renewables and biofuels;;74802638.0;;
2017;Portugal;Energy balance;Primary production;Renewables and biofuels;;66247166.0;;
2018;Portugal;Energy balance;Primary production;Renewables and biofuels;;73903078.0;;
2019;Portugal;Energy balance;Primary production;Renewables and biofuels;;74420579.0;;
2020;Portugal;Energy balance;Primary production;Renewables and biofuels;;77410250.0;;
2021;Portugal;Energy balance;Primary production;Renewables and biofuels;;78966241.0;;
2022;Portugal;Energy balance;Primary production;Renewables and biofuels;;76713525.0;;
2000;Germany;Energy balance;Primary production;Solar photovoltaic;;60000.0;;
2001;Germany;Energy balance;Primary production;Solar photovoltaic;;116000.0;;
2002;Germany;Energy balance;Primary production;Solar photovoltaic;;188000.0;;
2003;Germany;Energy balance;Primary production;Solar photovoltaic;;313000.0;;
2004;Germany;Energy balance;Primary production;Solar photovoltaic;;557000.0;;
2005;Germany;Energy balance;Primary production;Solar photovoltaic;;1282000.0;;
2006;Germany;Energy balance;Primary production;Solar photovoltaic;;2220000.0;;
2007;Germany;Energy balance;Primary production;Solar photovoltaic;;3075000.0;;
2008;Germany;Energy balance;Primary production;Solar photovoltaic;;4420000.0;;
2009;Germany;Energy balance;Primary production;Solar photovoltaic;;6583000.0;;
2010;Germany;Energy balance;Primary production;Solar photovoltaic;;11729000.0;;
2011;Germany;Energy balance;Primary production;Solar photovoltaic;;19599000.0;;
2012;Germany;Energy balance;Primary production;Solar photovoltaic;;26380000.0;;
2013;Germany;Energy balance;Primary production;Solar photovoltaic;;31010000.0;;
2014;Germany;Energy balance;Primary production;Solar photovoltaic;;36056000.0;;
2015;Germany;Energy balance;Primary production;Solar photovoltaic;;38726000.0;;
2016;Germany;Energy balance;Primary production;Solar photovoltaic;;38098000.0;;
2017;Germany;Energy balance;Primary production;Solar photovoltaic;;39401000.0;;
2018;Germany;Energy balance;Primary production;Solar photovoltaic;;43459000.0;;
2019;Germany;Energy balance;Primary production;Solar photovoltaic;;44383000.0;;
2020;Germany;Energy balance;Primary production;Solar photovoltaic;;49496000.0;;
2021;Germany;Energy balance;Primary production;Solar photovoltaic;;50472000.0;;
2022;Germany;Energy balance;Primary production;Solar photovoltaic;;60304000.0;;
2000;Spain;Energy balance;Primary production;Solar photovoltaic;;14000.0;;
2001;Spain;Energy balance;Primary production;Solar photovoltaic;;17000.0;;
2002;Spain;Energy balance;Primary production;Solar photovoltaic;;18000.0;;
2003;Spain;Energy balance;Primary production;Solar photovoltaic;;20000.0;;
2004;Spain;Energy balance;Primary production;Solar photovoltaic;;23743.0;;
2005;Spain;Energy balance;Primary production;Solar photovoltaic;;47979.0;;
2006;Spain;Energy balance;Primary production;Solar photovoltaic;;124968.0;;
2007;Spain;Energy balance;Primary production;Solar photovoltaic;;507198.0;;
2008;Spain;Energy balance;Primary production;Solar photovoltaic;;2562000.0;;
2009;Spain;Energy balance;Primary production;Solar photovoltaic;;5961000.0;;
2010;Spain;Energy balance;Primary production;Solar photovoltaic;;6425000.0;;
2011;Spain;Energy balance;Primary production;Solar photovoltaic;;7440000.0;;
2012;Spain;Energy balance;Primary production;Solar photovoltaic;;8192581.0;;
2013;Spain;Energy balance;Primary production;Solar photovoltaic;;8326097.0;;
2014;Spain;Energy balance;Primary production;Solar photovoltaic;;8217637.0;;
2015;Spain;Energy balance;Primary production;Solar photovoltaic;;8266217.0;;
2016;Spain;Energy balance;Primary production;Solar photovoltaic;;8063530.0;;
2017;Spain;Energy balance;Primary production;Solar photovoltaic;;8514000.0;;
2018;Spain;Energy balance;Primary production;Solar photovoltaic;;7877000.0;;
2019;Spain;Energy balance;Primary production;Solar photovoltaic;;9420000.0;;
2020;Spain;Energy balance;Primary production;Solar photovoltaic;;15675000.0;;
2021;Spain;Energy balance;Primary production;Solar photovoltaic;;21922000.0;;
2022;Spain;Energy balance;Primary production;Solar photovoltaic;;31187000.0;;
2000;France;Energy balance;Primary production;Solar photovoltaic;;5223.0;;
2001;France;Energy balance;Primary production;Solar photovoltaic;;6161.0;;
2002;France;Energy balance;Primary production;Solar photovoltaic;;7104.0;;
